date,temp,ice,sea,co2
2011-10-09,NA,NA,15.64,NA
2011-10-19,NA,NA,15.5,NA
2011-10-29,NA,NA,15.26,NA
2011-11-08,NA,NA,15.14,NA
2011-11-18,NA,NA,15.34,NA
2011-11-28,NA,NA,15.82,NA
2011-12-08,NA,NA,16.43,NA
2011-12-18,NA,NA,17.11,NA
2011-12-28,NA,NA,17.86,NA
2012-01-07,NA,NA,18.69,NA
2012-01-17,NA,NA,19.48,NA
2012-01-26,NA,NA,20.07,NA
2012-02-05,NA,NA,20.37,NA
2012-02-15,NA,NA,20.39,NA
2012-02-25,NA,NA,20.2,NA
2012-03-06,NA,NA,19.99,NA
2012-03-16,NA,NA,19.85,NA
2012-03-26,NA,NA,19.9,NA
2012-04-05,NA,NA,20.11,NA
2012-04-15,NA,NA,20.45,NA
2012-04-25,NA,NA,20.83,NA
2012-05-05,NA,NA,21.25,NA
2012-05-15,NA,NA,21.71,NA
2012-05-24,NA,NA,22.32,NA
2012-06-03,NA,NA,23.05,NA
2012-06-13,NA,NA,23.86,NA
2012-06-23,NA,NA,24.64,NA
2012-07-03,NA,NA,25.34,NA
2012-07-13,NA,NA,25.86,NA
2012-07-23,NA,NA,26.09,NA
2012-08-02,NA,NA,25.98,NA
2012-08-12,NA,NA,25.66,NA
2012-08-22,NA,NA,25.42,NA
2012-09-01,NA,NA,25.48,391.32
2012-09-11,NA,NA,25.85,NA
2012-09-20,NA,NA,26.32,NA
2012-09-30,NA,NA,26.71,NA
2012-10-10,NA,NA,26.94,NA
2012-10-20,NA,NA,27.04,NA
2012-10-30,NA,NA,27.13,NA
2012-11-09,NA,NA,27.33,NA
2012-11-19,NA,NA,27.61,NA
2012-11-29,NA,NA,27.94,NA
2012-12-09,NA,NA,28.22,NA
2012-12-19,NA,NA,28.39,NA
2012-12-29,NA,NA,28.47,NA
2013-01-08,NA,NA,28.52,NA
2013-01-17,NA,NA,28.61,NA
2013-01-27,NA,NA,28.7,NA
2013-02-06,NA,NA,28.74,NA
2013-02-16,NA,NA,28.73,NA
2013-02-26,NA,NA,28.67,NA
2013-03-08,NA,NA,28.57,NA
2013-03-18,NA,NA,28.33,NA
2013-03-28,NA,NA,27.89,NA
2013-04-07,NA,NA,27.31,NA
2013-04-17,NA,NA,26.74,NA
2013-04-27,NA,NA,26.24,NA
2013-05-07,NA,NA,25.81,NA
2013-05-16,NA,NA,25.42,NA
2013-05-26,NA,NA,25.07,NA
2013-06-05,NA,NA,24.85,NA
2013-06-15,NA,NA,24.78,NA
2013-06-25,NA,NA,24.81,NA
2013-07-05,NA,NA,24.88,NA
2013-07-15,NA,NA,24.91,NA
2013-07-25,NA,NA,24.83,NA
2013-08-04,NA,NA,24.58,NA
2013-08-14,NA,NA,24.29,NA
2013-08-24,NA,NA,24.1,NA
2013-09-03,NA,NA,24.12,NA
2013-09-12,NA,NA,24.34,NA
2013-09-22,NA,NA,24.72,NA
2013-10-02,NA,NA,25.21,NA
2013-10-12,NA,NA,25.81,NA
2013-10-22,NA,NA,26.41,NA
2013-11-01,NA,NA,26.86,395.36
2013-11-11,NA,NA,27.07,NA
2013-11-21,NA,NA,27.03,NA
2013-12-01,NA,NA,26.86,397.03
2013-12-11,NA,NA,26.73,NA
2013-12-21,NA,NA,26.81,NA
2013-12-31,NA,NA,27.12,NA
2014-01-09,NA,NA,27.64,NA
2014-01-19,NA,NA,28.28,NA
2014-01-29,NA,NA,28.98,NA
2014-02-08,NA,NA,29.67,NA
2014-02-18,NA,NA,30.22,NA
2014-02-28,NA,NA,30.49,NA
2014-03-10,NA,NA,30.45,NA
2014-03-20,NA,NA,30.11,NA
2014-03-30,NA,NA,29.51,NA
2014-04-09,NA,NA,28.75,NA
2014-04-19,NA,NA,27.97,NA
2014-04-28,NA,NA,27.36,NA
2014-05-08,NA,NA,27.07,NA
2014-05-18,NA,NA,27.15,NA
2014-05-28,NA,NA,27.57,NA
2014-06-07,NA,NA,28.22,NA
2014-06-17,NA,NA,29,NA
2014-06-27,NA,NA,29.78,NA
2014-07-07,NA,NA,30.47,NA
2014-07-17,NA,NA,30.97,NA
2014-07-27,NA,NA,31.3,NA
2014-08-06,NA,NA,31.48,NA
2014-08-16,NA,NA,31.47,NA
2014-08-25,NA,NA,31.27,NA
2014-09-04,NA,NA,30.95,NA
2014-09-14,NA,NA,30.69,NA
2014-09-24,NA,NA,30.65,NA
2014-10-04,NA,NA,30.81,NA
2014-10-14,NA,NA,30.96,NA
2014-10-24,NA,NA,30.93,NA
2014-11-03,NA,NA,30.74,NA
2014-11-13,NA,NA,30.66,NA
2014-11-23,NA,NA,30.98,NA
2014-12-03,NA,NA,31.66,NA
2014-12-13,NA,NA,32.4,NA
2014-12-22,NA,NA,32.93,NA
2015-01-11,NA,NA,33.87,NA
2015-01-21,NA,NA,34.73,NA
2015-01-31,NA,NA,35.77,NA
2015-02-10,NA,NA,36.73,NA
2015-02-20,NA,NA,37.36,NA
2015-03-02,NA,NA,37.64,NA
2015-03-12,NA,NA,37.69,NA
2015-03-22,NA,NA,37.72,NA
2015-04-01,NA,NA,37.8,403.35
2015-04-11,NA,NA,37.85,NA
2015-04-20,NA,NA,37.82,NA
2015-04-30,NA,NA,37.74,NA
2015-05-10,NA,NA,37.82,NA
2015-05-20,NA,NA,38.27,NA
2015-05-30,NA,NA,39.16,NA
2015-06-09,NA,NA,40.32,NA
2015-06-19,NA,NA,41.47,NA
2015-06-29,NA,NA,42.41,NA
2015-07-09,NA,NA,43.04,NA
2015-07-19,NA,NA,43.41,NA
2015-07-29,NA,NA,43.61,NA
2015-08-08,NA,NA,43.81,NA
2015-08-17,NA,NA,44.1,NA
2015-08-27,NA,NA,44.45,NA
2015-09-06,NA,NA,44.76,NA
2015-09-16,NA,NA,44.95,NA
2015-09-26,NA,NA,45.11,NA
2015-10-06,NA,NA,45.3,NA
2015-10-16,NA,NA,45.46,NA
2015-10-26,NA,NA,45.51,NA
2015-11-05,NA,NA,45.36,NA
2015-11-15,NA,NA,45.08,NA
2015-11-25,NA,NA,44.7,NA
2015-12-05,NA,NA,44.23,NA
2015-12-14,NA,NA,43.82,NA
2015-12-24,NA,NA,43.73,NA
2016-01-03,NA,NA,44.09,NA
2016-01-13,NA,NA,44.78,NA
2016-01-23,NA,NA,45.48,NA
2016-02-02,NA,NA,45.97,NA
2016-02-12,NA,NA,46.21,NA
2016-02-22,NA,NA,46.33,NA
2016-03-03,NA,NA,46.37,NA
2016-03-13,NA,NA,46.28,NA
2016-03-23,NA,NA,45.95,NA
2016-04-01,NA,NA,45.33,407.6
2016-04-11,NA,NA,44.46,NA
2016-04-21,NA,NA,43.53,NA
2016-05-01,NA,NA,42.81,407.9
2016-05-11,NA,NA,42.48,NA
2016-05-21,NA,NA,42.65,NA
2016-05-31,NA,NA,43.13,NA
2016-06-10,NA,NA,43.64,NA
2016-06-20,NA,NA,43.87,NA
2016-06-30,NA,NA,43.64,NA
2016-07-10,NA,NA,42.97,NA
2016-07-20,NA,NA,42.06,NA
2016-07-29,NA,NA,41.18,NA
2016-08-08,NA,NA,40.59,NA
2016-08-18,NA,NA,40.42,NA
2016-08-28,NA,NA,40.52,NA
2016-09-07,NA,NA,40.58,NA
2016-09-17,NA,NA,40.46,NA
2016-09-27,NA,NA,40.31,NA
2016-10-07,NA,NA,40.42,NA
2016-10-17,NA,NA,40.98,NA
2016-10-27,NA,NA,41.89,NA
2016-11-06,NA,NA,42.91,NA
2016-11-16,NA,NA,43.69,NA
2016-11-25,NA,NA,44.02,NA
2016-12-05,NA,NA,43.82,NA
2016-12-15,NA,NA,43.29,NA
2016-12-25,NA,NA,42.68,NA
2017-01-04,NA,NA,42.14,NA
2017-01-14,NA,NA,41.71,NA
2017-01-24,NA,NA,41.39,NA
2017-02-03,NA,NA,41.25,NA
2017-02-13,NA,NA,41.34,NA
2017-02-23,NA,NA,41.66,NA
2017-03-05,NA,NA,42.15,NA
2017-03-15,NA,NA,42.68,NA
2017-03-24,NA,NA,43.1,NA
2017-04-03,NA,NA,43.31,NA
2017-04-13,NA,NA,43.29,NA
2017-04-23,NA,NA,43.1,NA
2017-05-03,NA,NA,42.87,NA
2017-05-13,NA,NA,42.76,NA
2017-05-23,NA,NA,42.83,NA
2017-06-02,NA,NA,43.07,NA
2017-06-12,NA,NA,43.34,NA
2017-06-22,NA,NA,43.57,NA
2017-07-02,NA,NA,43.79,NA
2017-07-12,NA,NA,44.1,NA
2017-07-21,NA,NA,44.51,NA
2017-07-31,NA,NA,44.95,NA
2017-08-10,NA,NA,45.29,NA
2017-08-20,NA,NA,45.51,NA
2017-08-30,NA,NA,45.59,NA
2017-09-09,NA,NA,45.51,NA
2017-09-19,NA,NA,45.28,NA
2017-09-29,NA,NA,45.07,NA
2017-10-09,NA,NA,45.11,NA
2017-10-19,NA,NA,45.55,NA
2017-10-29,NA,NA,46.35,NA
2017-11-08,NA,NA,47.27,NA
2017-11-17,NA,NA,48.07,NA
2017-11-27,NA,NA,48.52,NA
2017-12-07,NA,NA,48.56,NA
2017-12-17,NA,NA,48.27,NA
2017-12-27,NA,NA,47.85,NA
2018-01-06,NA,NA,47.53,NA
2018-01-16,NA,NA,47.43,NA
2018-01-26,NA,NA,47.45,NA
2018-02-05,NA,NA,47.46,NA
2018-02-15,NA,NA,47.36,NA
2018-02-25,NA,NA,47.17,NA
2018-03-07,NA,NA,46.9,NA
2018-03-16,NA,NA,46.51,NA
2018-03-26,NA,NA,46.09,NA
2018-04-05,NA,NA,45.79,NA
2018-04-15,NA,NA,45.8,NA
2018-04-25,NA,NA,46.12,NA
2018-05-05,NA,NA,46.65,NA
2018-05-15,NA,NA,47.2,NA
2018-05-25,NA,NA,47.66,NA
2018-06-04,NA,NA,47.96,NA
2018-06-14,NA,NA,48.06,NA
2018-06-24,NA,NA,48.07,NA
2018-07-03,NA,NA,48.11,NA
2018-07-13,NA,NA,48.23,NA
2018-07-23,NA,NA,48.36,NA
2018-08-02,NA,NA,48.49,NA
2018-08-12,NA,NA,48.7,NA
2018-08-22,NA,NA,49.11,NA
2018-09-01,NA,NA,49.74,405.71
2018-09-11,NA,NA,50.47,NA
2018-09-21,NA,NA,51.14,NA
2018-10-01,NA,NA,51.64,406.19
2018-10-11,NA,NA,51.93,NA
2018-10-21,NA,NA,51.97,NA
2018-10-30,NA,NA,51.76,NA
2018-11-09,NA,NA,51.31,NA
2018-11-19,NA,NA,50.79,NA
2018-11-29,NA,NA,50.39,NA
2018-12-09,NA,NA,50.24,NA
2018-12-19,NA,NA,50.41,NA
2018-12-29,NA,NA,50.86,NA
2019-01-08,NA,NA,51.53,NA
2019-01-18,NA,NA,52.26,NA
2019-01-28,NA,NA,52.88,NA
2019-02-07,NA,NA,53.26,NA
2019-02-17,NA,NA,53.44,NA
2019-02-26,NA,NA,53.56,NA
2019-03-08,NA,NA,53.63,NA
2019-03-18,NA,NA,53.64,NA
2019-03-28,NA,NA,53.58,NA
2019-04-07,NA,NA,53.62,NA
2019-04-17,NA,NA,53.87,NA
2019-04-27,NA,NA,54.37,NA
2019-05-07,NA,NA,54.89,NA
2019-05-17,NA,NA,55.3,NA
2019-05-27,NA,NA,55.59,NA
2019-06-06,NA,NA,55.8,NA
2019-06-16,NA,NA,56.01,NA
2019-06-25,NA,NA,56.16,NA
2019-07-05,NA,NA,56.28,NA
2019-07-15,NA,NA,56.44,NA
2019-07-25,NA,NA,56.75,NA
2019-08-04,NA,NA,57.24,NA
2019-08-14,NA,NA,57.82,NA
2019-08-24,NA,NA,58.29,NA
2019-09-03,NA,NA,58.45,NA
2019-09-13,NA,NA,58.25,NA
2019-09-23,NA,NA,57.76,NA
2019-10-03,NA,NA,57.15,NA
2019-10-13,NA,NA,56.65,NA
2019-10-22,NA,NA,56.45,NA
2019-11-01,NA,NA,56.63,410.48
2019-11-11,NA,NA,57.06,NA
2019-11-21,NA,NA,57.45,NA
2019-12-01,NA,NA,57.52,411.98
2019-12-11,NA,NA,57.16,NA
2019-12-21,NA,NA,56.43,NA
2019-12-31,NA,NA,55.5,NA
2020-01-10,NA,NA,54.6,NA
2020-01-20,NA,NA,53.91,NA
2020-01-30,NA,NA,53.6,NA
2020-02-09,NA,NA,53.69,NA
2020-02-18,NA,NA,54.1,NA
2020-02-28,NA,NA,54.62,NA
2020-03-09,NA,NA,55.02,NA
2020-03-19,NA,NA,55.25,NA
2020-03-29,NA,NA,55.4,NA
2020-04-08,NA,NA,55.7,NA
2020-04-18,NA,NA,56.29,NA
2020-04-28,NA,NA,57.04,NA
2020-05-08,NA,NA,57.68,NA
2020-05-18,NA,NA,57.95,NA
2020-05-28,NA,NA,57.8,NA
2020-06-07,NA,NA,57.38,NA
2020-06-16,NA,NA,56.96,NA
2020-06-26,NA,NA,56.71,NA
2020-07-06,NA,NA,56.65,NA
2020-07-16,NA,NA,56.67,NA
2020-07-26,NA,NA,56.66,NA
2020-08-05,NA,NA,56.67,NA
2020-08-15,NA,NA,56.77,NA
2020-08-25,NA,NA,57.02,NA
2020-09-04,NA,NA,57.32,NA
2020-09-14,NA,NA,57.58,NA
2020-09-24,NA,NA,57.73,NA
2020-10-03,NA,NA,57.81,NA
2020-10-13,NA,NA,57.84,NA
2020-10-23,NA,NA,57.84,NA
2020-11-02,NA,NA,57.77,NA
2020-11-12,NA,NA,57.6,NA
2020-11-22,NA,NA,57.39,NA
2020-12-02,NA,NA,57.33,NA
2020-12-12,NA,NA,57.56,NA
2020-12-22,NA,NA,58.09,NA
2021-01-01,NA,NA,58.74,415.52
2021-01-11,NA,NA,59.2,NA
2021-01-21,NA,NA,59.26,NA
2021-01-30,NA,NA,58.83,NA
2021-02-09,NA,NA,58.12,NA
2021-02-19,NA,NA,57.5,NA
2021-03-01,NA,NA,57.33,417.64
2021-03-11,NA,NA,57.7,NA
2021-03-21,NA,NA,58.44,NA
2021-03-31,NA,NA,59.26,NA
2021-04-10,NA,NA,59.87,NA
2021-04-20,NA,NA,60.24,NA
2021-04-30,NA,NA,60.38,NA
2021-05-10,NA,NA,60.49,NA
2021-05-20,NA,NA,60.56,NA
2021-05-29,NA,NA,60.53,NA
2021-06-08,NA,NA,60.36,NA
2021-06-18,NA,NA,59.98,NA
1958-03-01,NA,NA,NA,315.7
1958-04-01,NA,NA,NA,317.45
1958-05-01,NA,NA,NA,317.51
1958-06-01,NA,NA,NA,317.24
1958-07-01,NA,NA,NA,315.86
1958-08-01,NA,NA,NA,314.93
1958-09-01,NA,NA,NA,313.2
1958-10-01,NA,NA,NA,312.43
1958-11-01,NA,NA,NA,313.33
1958-12-01,NA,NA,NA,314.67
1959-02-01,NA,NA,NA,316.48
1959-03-01,NA,NA,NA,316.65
1959-04-01,NA,NA,NA,317.72
1959-05-01,NA,NA,NA,318.29
1959-06-01,NA,NA,NA,318.15
1959-07-01,NA,NA,NA,316.54
1959-08-01,NA,NA,NA,314.8
1959-09-01,NA,NA,NA,313.84
1959-10-01,NA,NA,NA,313.33
1959-11-01,NA,NA,NA,314.81
1959-12-01,NA,NA,NA,315.58
1960-02-01,NA,NA,NA,316.98
1960-03-01,NA,NA,NA,317.58
1960-04-01,NA,NA,NA,319.03
1960-05-01,NA,NA,NA,320.04
1960-06-01,NA,NA,NA,319.59
1960-07-01,NA,NA,NA,318.18
1960-08-01,NA,NA,NA,315.9
1960-09-01,NA,NA,NA,314.17
1960-10-01,NA,NA,NA,313.83
1960-11-01,NA,NA,NA,315
1960-12-01,NA,NA,NA,316.19
1961-02-01,NA,NA,NA,317.7
1961-03-01,NA,NA,NA,318.54
1961-04-01,NA,NA,NA,319.48
1961-05-01,NA,NA,NA,320.58
1961-06-01,NA,NA,NA,319.77
1961-07-01,NA,NA,NA,318.57
1961-08-01,NA,NA,NA,316.79
1961-09-01,NA,NA,NA,314.99
1961-10-01,NA,NA,NA,315.31
1961-11-01,NA,NA,NA,316.1
1961-12-01,NA,NA,NA,317.01
1962-02-01,NA,NA,NA,318.55
1962-03-01,NA,NA,NA,319.68
1962-04-01,NA,NA,NA,320.57
1962-05-01,NA,NA,NA,321.02
1962-06-01,NA,NA,NA,320.62
1962-07-01,NA,NA,NA,319.61
1962-08-01,NA,NA,NA,317.4
1962-09-01,NA,NA,NA,316.25
1962-10-01,NA,NA,NA,315.42
1962-11-01,NA,NA,NA,316.69
1962-12-01,NA,NA,NA,317.7
1963-02-01,NA,NA,NA,319.07
1963-03-01,NA,NA,NA,319.86
1963-04-01,NA,NA,NA,321.38
1963-05-01,NA,NA,NA,322.25
1963-06-01,NA,NA,NA,321.48
1963-07-01,NA,NA,NA,319.74
1963-08-01,NA,NA,NA,317.77
1963-09-01,NA,NA,NA,316.21
1963-10-01,NA,NA,NA,315.99
1963-11-01,NA,NA,NA,317.07
1963-12-01,NA,NA,NA,318.35
1964-02-01,NA,NA,NA,320.01
1964-03-01,NA,NA,NA,320.74
1964-04-01,NA,NA,NA,321.84
1964-05-01,NA,NA,NA,322.26
1964-06-01,NA,NA,NA,321.89
1964-07-01,NA,NA,NA,320.44
1964-08-01,NA,NA,NA,318.69
1964-09-01,NA,NA,NA,316.7
1964-10-01,NA,NA,NA,316.87
1964-11-01,NA,NA,NA,317.68
1964-12-01,NA,NA,NA,318.71
1965-02-01,NA,NA,NA,320.44
1965-03-01,NA,NA,NA,320.89
1965-04-01,NA,NA,NA,322.14
1965-05-01,NA,NA,NA,322.17
1965-06-01,NA,NA,NA,321.87
1965-07-01,NA,NA,NA,321.21
1965-08-01,NA,NA,NA,318.87
1965-09-01,NA,NA,NA,317.81
1965-10-01,NA,NA,NA,317.3
1965-11-01,NA,NA,NA,318.87
1965-12-01,NA,NA,NA,319.42
1966-02-01,NA,NA,NA,321.6
1966-03-01,NA,NA,NA,322.39
1966-04-01,NA,NA,NA,323.7
1966-05-01,NA,NA,NA,324.08
1966-06-01,NA,NA,NA,323.75
1966-07-01,NA,NA,NA,322.38
1966-08-01,NA,NA,NA,320.36
1966-09-01,NA,NA,NA,318.64
1966-10-01,NA,NA,NA,318.1
1966-11-01,NA,NA,NA,319.78
1966-12-01,NA,NA,NA,321.03
1967-02-01,NA,NA,NA,322.5
1967-03-01,NA,NA,NA,323.04
1967-04-01,NA,NA,NA,324.42
1967-05-01,NA,NA,NA,325
1967-06-01,NA,NA,NA,324.09
1967-07-01,NA,NA,NA,322.54
1967-08-01,NA,NA,NA,320.92
1967-09-01,NA,NA,NA,319.25
1967-10-01,NA,NA,NA,319.39
1967-11-01,NA,NA,NA,320.73
1967-12-01,NA,NA,NA,321.96
1968-02-01,NA,NA,NA,323.15
1968-03-01,NA,NA,NA,323.89
1968-04-01,NA,NA,NA,325.02
1968-05-01,NA,NA,NA,325.57
1968-06-01,NA,NA,NA,325.36
1968-07-01,NA,NA,NA,324.14
1968-08-01,NA,NA,NA,322.11
1968-09-01,NA,NA,NA,320.33
1968-10-01,NA,NA,NA,320.25
1968-11-01,NA,NA,NA,321.32
1968-12-01,NA,NA,NA,322.89
1969-02-01,NA,NA,NA,324.42
1969-03-01,NA,NA,NA,325.63
1969-04-01,NA,NA,NA,326.66
1969-05-01,NA,NA,NA,327.38
1969-06-01,NA,NA,NA,326.71
1969-07-01,NA,NA,NA,325.88
1969-08-01,NA,NA,NA,323.66
1969-09-01,NA,NA,NA,322.38
1969-10-01,NA,NA,NA,321.78
1969-11-01,NA,NA,NA,322.86
1969-12-01,NA,NA,NA,324.12
1970-02-01,NA,NA,NA,325.98
1970-03-01,NA,NA,NA,326.93
1970-04-01,NA,NA,NA,328.13
1970-05-01,NA,NA,NA,328.08
1970-06-01,NA,NA,NA,327.67
1970-07-01,NA,NA,NA,326.34
1970-08-01,NA,NA,NA,324.69
1970-09-01,NA,NA,NA,323.1
1970-10-01,NA,NA,NA,323.06
1970-11-01,NA,NA,NA,324.01
1970-12-01,NA,NA,NA,325.13
1971-02-01,NA,NA,NA,326.68
1971-03-01,NA,NA,NA,327.17
1971-04-01,NA,NA,NA,327.79
1971-05-01,NA,NA,NA,328.93
1971-06-01,NA,NA,NA,328.57
1971-07-01,NA,NA,NA,327.36
1971-08-01,NA,NA,NA,325.43
1971-09-01,NA,NA,NA,323.36
1971-10-01,NA,NA,NA,323.56
1971-11-01,NA,NA,NA,324.8
1971-12-01,NA,NA,NA,326.01
1972-02-01,NA,NA,NA,327.63
1972-03-01,NA,NA,NA,327.75
1972-04-01,NA,NA,NA,329.72
1972-05-01,NA,NA,NA,330.07
1972-06-01,NA,NA,NA,329.09
1972-07-01,NA,NA,NA,328.04
1972-08-01,NA,NA,NA,326.32
1972-09-01,NA,NA,NA,324.84
1972-10-01,NA,NA,NA,325.2
1972-11-01,NA,NA,NA,326.5
1972-12-01,NA,NA,NA,327.55
1973-02-01,NA,NA,NA,329.56
1973-03-01,NA,NA,NA,330.3
1973-04-01,NA,NA,NA,331.5
1973-05-01,NA,NA,NA,332.48
1973-06-01,NA,NA,NA,332.07
1973-07-01,NA,NA,NA,330.87
1973-08-01,NA,NA,NA,329.31
1973-09-01,NA,NA,NA,327.51
1973-10-01,NA,NA,NA,327.18
1973-11-01,NA,NA,NA,328.16
1973-12-01,NA,NA,NA,328.64
1974-02-01,NA,NA,NA,330.71
1974-03-01,NA,NA,NA,331.48
1974-04-01,NA,NA,NA,332.65
1974-05-01,NA,NA,NA,333.19
1974-06-01,NA,NA,NA,332.2
1974-07-01,NA,NA,NA,331.07
1974-08-01,NA,NA,NA,329.15
1974-09-01,NA,NA,NA,327.33
1974-10-01,NA,NA,NA,327.28
1974-11-01,NA,NA,NA,328.31
1974-12-01,NA,NA,NA,329.58
1975-02-01,NA,NA,NA,331.46
1975-03-01,NA,NA,NA,331.94
1975-04-01,NA,NA,NA,333.11
1975-05-01,NA,NA,NA,333.95
1975-06-01,NA,NA,NA,333.42
1975-07-01,NA,NA,NA,331.97
1975-08-01,NA,NA,NA,329.95
1975-09-01,NA,NA,NA,328.5
1975-10-01,NA,NA,NA,328.36
1975-11-01,NA,NA,NA,329.38
1975-12-01,NA,NA,NA,330.62
1976-02-01,NA,NA,NA,332.74
1976-03-01,NA,NA,NA,333.36
1976-04-01,NA,NA,NA,334.74
1976-05-01,NA,NA,NA,334.72
1976-06-01,NA,NA,NA,333.98
1976-07-01,NA,NA,NA,333.08
1976-08-01,NA,NA,NA,330.68
1976-09-01,NA,NA,NA,328.96
1976-10-01,NA,NA,NA,328.72
1976-11-01,NA,NA,NA,330.16
1976-12-01,NA,NA,NA,331.62
1977-02-01,NA,NA,NA,333.17
1977-03-01,NA,NA,NA,334.96
1977-04-01,NA,NA,NA,336.14
1977-05-01,NA,NA,NA,336.93
1977-06-01,NA,NA,NA,336.17
1977-07-01,NA,NA,NA,334.88
1977-08-01,NA,NA,NA,332.56
1977-09-01,NA,NA,NA,331.29
1977-10-01,NA,NA,NA,331.28
1977-11-01,NA,NA,NA,332.46
1977-12-01,NA,NA,NA,333.6
1978-02-01,NA,NA,NA,335.26
1978-03-01,NA,NA,NA,336.66
1978-04-01,NA,NA,NA,337.69
1978-05-01,NA,NA,NA,338.02
1978-06-01,NA,NA,NA,338.01
1978-07-01,NA,NA,NA,336.5
1978-08-01,NA,NA,NA,334.42
1978-09-01,NA,NA,NA,332.36
1978-10-01,NA,NA,NA,332.45
1978-11-01,NA,NA,NA,333.76
1978-12-01,NA,NA,NA,334.91
1979-02-01,NA,NA,NA,336.69
1979-03-01,NA,NA,NA,338.27
1979-04-01,NA,NA,NA,338.82
1979-05-01,NA,NA,NA,339.24
1979-06-01,NA,NA,NA,339.26
1979-07-01,NA,NA,NA,337.54
1979-08-01,NA,NA,NA,335.72
1979-09-01,NA,NA,NA,333.98
1979-10-01,NA,NA,NA,334.24
1979-11-01,NA,NA,NA,335.32
1979-12-01,NA,NA,NA,336.81
1980-02-01,NA,NA,NA,338.34
1980-03-01,NA,NA,NA,340.07
1980-04-01,NA,NA,NA,340.93
1980-05-01,NA,NA,NA,341.45
1980-06-01,NA,NA,NA,341.36
1980-07-01,NA,NA,NA,339.45
1980-08-01,NA,NA,NA,337.67
1980-09-01,NA,NA,NA,336.25
1980-10-01,NA,NA,NA,336.14
1980-11-01,NA,NA,NA,337.3
1980-12-01,NA,NA,NA,338.29
1981-02-01,NA,NA,NA,340.55
1981-03-01,NA,NA,NA,341.63
1981-04-01,NA,NA,NA,342.6
1981-05-01,NA,NA,NA,343.04
1981-06-01,NA,NA,NA,342.54
1981-07-01,NA,NA,NA,340.82
1981-08-01,NA,NA,NA,338.48
1981-09-01,NA,NA,NA,336.95
1981-10-01,NA,NA,NA,337.05
1981-11-01,NA,NA,NA,338.58
1981-12-01,NA,NA,NA,339.91
1982-02-01,NA,NA,NA,341.76
1982-03-01,NA,NA,NA,342.78
1982-04-01,NA,NA,NA,343.96
1982-05-01,NA,NA,NA,344.77
1982-06-01,NA,NA,NA,343.88
1982-07-01,NA,NA,NA,342.42
1982-08-01,NA,NA,NA,340.24
1982-09-01,NA,NA,NA,338.38
1982-10-01,NA,NA,NA,338.41
1982-11-01,NA,NA,NA,339.44
1982-12-01,NA,NA,NA,340.78
1983-02-01,NA,NA,NA,342.78
1983-03-01,NA,NA,NA,343.37
1983-04-01,NA,NA,NA,345.4
1983-05-01,NA,NA,NA,346.14
1983-06-01,NA,NA,NA,345.76
1983-07-01,NA,NA,NA,344.32
1983-08-01,NA,NA,NA,342.5
1983-09-01,NA,NA,NA,340.46
1983-10-01,NA,NA,NA,340.53
1983-11-01,NA,NA,NA,341.79
1983-12-01,NA,NA,NA,343.2
1984-02-01,NA,NA,NA,344.92
1984-03-01,NA,NA,NA,345.68
1984-04-01,NA,NA,NA,347.14
1984-05-01,NA,NA,NA,347.78
1984-06-01,NA,NA,NA,347.16
1984-07-01,NA,NA,NA,345.79
1984-08-01,NA,NA,NA,343.74
1984-09-01,NA,NA,NA,341.59
1984-10-01,NA,NA,NA,341.86
1984-11-01,NA,NA,NA,343.31
1984-12-01,NA,NA,NA,345
1985-02-01,NA,NA,NA,346.41
1985-03-01,NA,NA,NA,347.91
1985-04-01,NA,NA,NA,348.66
1985-05-01,NA,NA,NA,349.28
1985-06-01,NA,NA,NA,348.65
1985-07-01,NA,NA,NA,346.9
1985-08-01,NA,NA,NA,345.26
1985-09-01,NA,NA,NA,343.47
1985-10-01,NA,NA,NA,343.35
1985-11-01,NA,NA,NA,344.73
1985-12-01,NA,NA,NA,346.12
1986-02-01,NA,NA,NA,347.48
1986-03-01,NA,NA,NA,348.25
1986-04-01,NA,NA,NA,349.86
1986-05-01,NA,NA,NA,350.52
1986-06-01,NA,NA,NA,349.98
1986-08-01,NA,NA,NA,346.17
1986-09-01,NA,NA,NA,345.48
1986-10-01,NA,NA,NA,344.82
1986-11-01,NA,NA,NA,346.22
1986-12-01,NA,NA,NA,347.48
1987-02-01,NA,NA,NA,348.92
1987-03-01,NA,NA,NA,349.81
1987-04-01,NA,NA,NA,351.4
1987-05-01,NA,NA,NA,352.15
1987-06-01,NA,NA,NA,351.59
1987-07-01,NA,NA,NA,350.21
1987-08-01,NA,NA,NA,348.2
1987-09-01,NA,NA,NA,346.66
1987-10-01,NA,NA,NA,346.72
1987-11-01,NA,NA,NA,348.08
1987-12-01,NA,NA,NA,349.28
1988-02-01,NA,NA,NA,351.7
1988-03-01,NA,NA,NA,352.5
1988-04-01,NA,NA,NA,353.67
1988-05-01,NA,NA,NA,354.35
1988-06-01,NA,NA,NA,353.88
1988-07-01,NA,NA,NA,352.8
1988-08-01,NA,NA,NA,350.49
1988-09-01,NA,NA,NA,348.97
1988-10-01,NA,NA,NA,349.37
1988-11-01,NA,NA,NA,350.42
1988-12-01,NA,NA,NA,351.62
1989-02-01,NA,NA,NA,353.43
1989-03-01,NA,NA,NA,354.08
1989-04-01,NA,NA,NA,355.72
